Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Travelling,4G,2,Poor Voice Quality,18.6271587,73.781803,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,18.6271587,73.781803,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,17.4210102,78.3523654,Telangana
RJio,Outdoor,4G,5,Satisfactory,19.070026,72.91518,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,18.6271587,73.781803,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,13.123261,80.1914506,Tamil Nadu
Idea,Indoor,3G,4,Satisfactory,17.4564045,78.3652008,Telangana
Vodafone,Indoor,3G,1,Call Dropped,12.84573568,77.6758448,Karnataka
Airtel,Outdoor,4G,5,Satisfactory,25.24732693,88.78126285,West Bengal
Airtel,Indoor,4G,4,Satisfactory,25.0054807,88.1319072,West Bengal
RJio,Outdoor,4G,4,Satisfactory,19.0313646,72.8624404,Maharashtra
Vodafone,Outdoor,3G,1,Call Dropped,19.1077589,73.00778099,Maharashtra
Vodafone,Outdoor,3G,1,Call Dropped,19.10980919,73.00649135,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.0313646,72.8624404,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,12.8833875,77.6019338,Karnataka
Airtel,Outdoor,3G,1,Poor Voice Quality,0,0,Western
RJio,Indoor,4G,1,Poor Voice Quality,12.8833875,77.6019338,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.123261,80.1914506,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,26.7806619,82.1509082,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,11.49407345,77.30104799,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,19.89098331,74.47374187,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,17.4210139,78.35237846,Telangana
RJio,Outdoor,4G,5,Satisfactory,26.7806619,82.1509082,Uttar Pradesh
Idea,Outdoor,3G,1,Poor Voice Quality,17.0537264,74.2691285,Maharashtra
Idea,Indoor,4G,1,Call Dropped,18.48649668,73.87340189,Maharashtra
BSNL,Outdoor,2G,4,Satisfactory,13.018789,77.5709271,Karnataka
RJio,Outdoor,4G,4,Satisfactory,19.0282022,72.8631789,Maharashtra
RJio,Travelling,4G,5,Satisfactory,26.83619683,75.82661489,Rajasthan
RJio,Outdoor,4G,5,Satisfactory,11.6493674,76.1310893,Kerala
RJio,Indoor,4G,4,Satisfactory,17.7192288,83.33095258,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,17.7192288,83.33095258,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.99437293,72.52029989,Gujarat
Idea,Outdoor,3G,2,Poor Voice Quality,23.18188,79.90424,Madhya Pradesh
Vodafone,Travelling,3G,4,Satisfactory,23.0955547,72.5448997,Gujarat
Idea,Indoor,4G,2,Poor Voice Quality,12.04700131,75.52401552,Kerala
RJio,Travelling,4G,3,Satisfactory,19.452785,73.3286047,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,25.5928711,85.1395745,Bihar
Vodafone,Indoor,4G,3,Poor Voice Quality,12.8781432,77.5965061,Karnataka
Airtel,Travelling,4G,5,Satisfactory,29.71542403,78.0030966,Uttarakhand
Vodafone,Travelling,4G,2,Poor Voice Quality,22.7832394,88.3122375,West Bengal
RJio,Indoor,4G,3,Poor Voice Quality,27.56693565,80.67238371,Uttar Pradesh
RJio,Indoor,4G,3,Poor Voice Quality,28.47139935,77.02081777,Haryana
RJio,Indoor,4G,4,Satisfactory,22.99437293,72.52029989,Gujarat
Airtel,Outdoor,4G,4,Satisfactory,17.386082,78.43096,Telangana
RJio,Indoor,4G,4,Satisfactory,29.466412,77.70743282,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,21.9569752,86.7424809,Odisha
RJio,Travelling,4G,3,Satisfactory,26.863426,80.99945,Uttar Pradesh
Airtel,Outdoor,4G,3,Satisfactory,15.333169,76.29016,Karnataka
RJio,Indoor,4G,5,Satisfactory,29.6782703,77.0064489,Haryana
Idea,Indoor,3G,5,Satisfactory,21.11281297,79.06918646,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11280421,79.0691019,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11281297,79.06918646,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11280421,79.0691019,Maharashtra
Airtel,Outdoor,4G,3,Satisfactory,25.19313428,86.88949934,Bihar
RJio,Indoor,4G,4,Satisfactory,28.63986618,77.17992123,NCT
RJio,Indoor,4G,4,Satisfactory,28.63986618,77.17992123,NCT
RJio,Indoor,4G,5,Satisfactory,28.63986618,77.17992123,NCT
RJio,Outdoor,4G,5,Satisfactory,28.63971878,77.1804677,NCT
Vodafone,Indoor,3G,5,Satisfactory,23.62775102,72.38892615,Gujarat
Vodafone,Indoor,3G,5,Satisfactory,23.62748342,72.38909554,Gujarat
Vodafone,Indoor,4G,3,Satisfactory,23.62748342,72.38909554,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,23.62748342,72.38909554,Gujarat
Vodafone,Indoor,3G,5,Satisfactory,23.62748342,72.38909554,Gujarat
BSNL,Indoor,4G,4,Satisfactory,22.5498607,88.3501206,West Bengal
RJio,Travelling,4G,5,Satisfactory,28.67105095,77.21625195,NCT
Airtel,Travelling,4G,4,Satisfactory,12.94045,77.687744,Karnataka
Airtel,Travelling,3G,4,Satisfactory,12.939863,77.68781,Karnataka
Airtel,Travelling,4G,5,Satisfactory,12.941711,77.692665,Karnataka
Airtel,Travelling,4G,4,Satisfactory,12.939812,77.68772,Karnataka
Airtel,Travelling,4G,4,Satisfactory,12.939939,77.68819,Karnataka
RJio,Travelling,4G,5,Satisfactory,26.83619683,75.82661489,Rajasthan
Idea,Indoor,4G,1,Call Dropped,18.6304742,73.7950354,Maharashtra
RJio,Indoor,4G,5,Satisfactory,21.3487357,83.6372848,Odisha
Airtel,Indoor,4G,2,Poor Voice Quality,10.81570055,79.84057658,Tamil Nadu
Airtel,Indoor,3G,2,Poor Voice Quality,10.8157096,79.84053733,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,24.610441,81.38901,Madhya Pradesh
Airtel,Indoor,3G,2,Poor Voice Quality,10.81581229,79.84062742,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,17.638147,75.90471978,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,23.286015,72.44184333,Gujarat
Airtel,Travelling,3G,5,Satisfactory,28.54418,77.30227,Uttar Pradesh
Airtel,Travelling,4G,5,Satisfactory,28.535244,77.29145,Delhi
RJio,Outdoor,4G,5,Satisfactory,23.105185,72.57574,Gujarat
RJio,Outdoor,4G,5,Satisfactory,23.105185,72.57574,Gujarat
Airtel,Indoor,4G,5,Satisfactory,12.2781861,79.7009348,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,23.105185,72.57574,Gujarat
Airtel,Travelling,4G,5,Satisfactory,28.535126,77.29143,Delhi
RJio,Indoor,4G,5,Satisfactory,23.28714333,72.44170667,Gujarat
RJio,Indoor,4G,5,Satisfactory,23.28701167,72.44151,Gujarat
RJio,Indoor,4G,5,Satisfactory,23.286755,72.4419,Gujarat
RJio,Indoor,4G,5,Satisfactory,23.286755,72.4419,Gujarat
RJio,Outdoor,4G,5,Satisfactory,26.7806619,82.1509082,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,23.287155,72.44088167,Gujarat
RJio,Indoor,4G,5,Satisfactory,23.287155,72.44088167,Gujarat
BSNL,Indoor,3G,4,Satisfactory,22.5802098,88.4663042,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.8419015,75.2287085,Maharashtra
RJio,Indoor,4G,3,Satisfactory,28.47139935,77.02081777,Haryana
Vodafone,Outdoor,3G,4,Satisfactory,19.174694,72.95991,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.85702005,88.36653675,West Bengal
RJio,Travelling,4G,2,Poor Voice Quality,18.6436357,73.7884969,Maharashtra
Vodafone,Outdoor,2G,1,Poor Voice Quality,28.76600167,77.09136667,NCT
Vodafone,Indoor,2G,1,Call Dropped,28.76598667,77.09137,NCT
Vodafone,Indoor,4G,1,Poor Voice Quality,18.48965526,73.84969685,Maharashtra
RJio,Indoor,4G,5,Satisfactory,23.28700667,72.44164167,Gujarat
RJio,Indoor,4G,5,Satisfactory,27.84488589,75.25061584,Rajasthan
Vodafone,Indoor,4G,1,Poor Voice Quality,18.48965526,73.84969685,Maharashtra
BSNL,Travelling,3G,5,Satisfactory,17.6663614,75.9221416,Maharashtra
BSNL,Travelling,3G,5,Satisfactory,17.6663614,75.9221416,Maharashtra
Vodafone,Outdoor,4G,5,Satisfactory,24.859509,79.92153,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,22.8960864,70.8725749,Gujarat
BSNL,Indoor,2G,1,Call Dropped,21.2063514,72.8569212,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277627,72.8655266,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277627,72.8655266,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2067704,72.8779476,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2090611,72.8596332,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.1909191,72.872294,Gujarat
BSNL,Indoor,2G,1,Call Dropped,21.2063514,72.8569212,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279254,72.8654869,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277627,72.8655266,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277494,72.8655607,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277627,72.8655266,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279331,72.8655439,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2067704,72.8779476,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032188,72.8458814,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2090611,72.8596332,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2071088,72.8503619,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.1909191,72.872294,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2071088,72.8503619,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279254,72.8654869,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032118,72.8459047,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277494,72.8655607,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2278228,72.8655042,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279331,72.8655439,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277752,72.8655288,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032188,72.8458814,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2278945,72.8656797,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2071088,72.8503619,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2106019,72.851887,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2071088,72.8503619,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.207685,72.8570412,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032118,72.8459047,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2073297,72.8555147,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2278228,72.8655042,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2277752,72.8655288,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2280419,72.8662565,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2278945,72.8656797,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2101463,72.8521795,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2106019,72.851887,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279119,72.8655409,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.207685,72.8570412,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032141,72.8459106,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2073297,72.8555147,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2280419,72.8662565,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2101463,72.8521795,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2279119,72.8655409,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2032141,72.8459106,Gujarat
BSNL,Indoor,3G,1,Call Dropped,21.2101393,72.8521858,Gujarat
BSNL,Indoor,3G,4,Satisfactory,23.04723224,72.58270407,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.00119105,72.58865703,Gujarat
Idea,Outdoor,4G,4,Satisfactory,19.42057011,72.81807028,Maharashtra
Idea,Travelling,4G,4,Satisfactory,19.42063898,72.81832927,Maharashtra
Idea,Indoor,4G,4,Satisfactory,19.42063898,72.8183293,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.0313646,72.8624404,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,19.229546,73.14818,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,10.95371878,76.97146727,Tamil Nadu
RJio,Indoor,4G,1,Call Dropped,19.057047,72.8327381,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.47468833,72.83130667,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.057047,72.8327381,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,26.78069192,82.15084473,Uttar Pradesh
Vodafone,Travelling,4G,4,Satisfactory,18.6347354,73.7897822,Maharashtra
Vodafone,Travelling,4G,4,Satisfactory,18.6286265,73.7848229,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,21.92000009,82.77999876,Chhattisgarh
RJio,Outdoor,4G,4,Satisfactory,11.2349298,77.2015322,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,11.2349298,77.2015322,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,8.50121895,76.96241546,Kerala
RJio,Travelling,4G,5,Satisfactory,26.83619683,75.82661489,Rajasthan
RJio,Indoor,4G,4,Satisfactory,23.00119105,72.58865703,Gujarat
Airtel,Indoor,3G,3,Satisfactory,0,0,Western
RJio,Travelling,4G,2,Poor Voice Quality,18.6436357,73.7884969,Maharashtra
Vodafone,Indoor,3G,2,Call Dropped,10.95371878,76.97146727,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,20.3099374,85.819327,Odisha
RJio,Indoor,4G,5,Satisfactory,20.3099373,85.8192696,Odisha
RJio,Indoor,4G,5,Satisfactory,11.06616478,77.09667485,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,21.3487357,83.6372848,Odisha
RJio,Indoor,4G,5,Satisfactory,18.97106145,72.83791381,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.9711236,72.8377987,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97106145,72.83791381,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97106145,72.83791381,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,18.97195466,72.83784647,Maharashtra
Idea,Outdoor,3G,1,Poor Voice Quality,17.0537264,74.2691285,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.47468833,72.83130667,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.00119105,72.58865703,Gujarat
RJio,Travelling,4G,2,Poor Voice Quality,18.6436357,73.7884969,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.47468833,72.83130667,Maharashtra
Vodafone,Indoor,3G,2,Poor Voice Quality,10.95371878,76.97146727,Tamil Nadu
Vodafone,Indoor,3G,3,Satisfactory,10.95402368,76.9713401,Tamil Nadu
Vodafone,Indoor,3G,5,Satisfactory,28.55632406,77.17790277,NCT
Airtel,Outdoor,4G,4,Satisfactory,19.208297,72.9717086,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.18789591,72.97606917,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.18793731,72.97636547,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.242226,73.1570121,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,10.95400907,76.97147483,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,29.9005598,77.9883922,Uttarakhand
RJio,Travelling,4G,1,Poor Voice Quality,22.5797037,88.3003816,West Bengal
RJio,Outdoor,4G,5,Satisfactory,13.12340286,80.19131977,Tamil Nadu
Vodafone,Travelling,4G,4,Satisfactory,18.6286265,73.7848229,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.8960864,70.8725749,Gujarat
RJio,Outdoor,4G,3,Satisfactory,29.9005598,77.9883922,Uttarakhand
RJio,Travelling,4G,3,Satisfactory,19.4534609,73.328314,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,22.5797037,88.3003816,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,21.16202236,72.87991493,Gujarat
RJio,Outdoor,4G,5,Satisfactory,11.6443155,76.1129682,Kerala
Vodafone,Outdoor,3G,1,Poor Voice Quality,19.43043361,72.81613106,Maharashtra
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.6960661,72.77048967,Maharashtra
RJio,Travelling,4G,5,Satisfactory,24.870647,92.56625,Assam
Vodafone,Outdoor,4G,1,Call Dropped,19.47281915,72.81114619,Maharashtra
Idea,Outdoor,4G,4,Satisfactory,19.2190138,72.8660622,Maharashtra
RJio,Travelling,4G,5,Satisfactory,24.870647,92.56625,Assam
RJio,Indoor,4G,4,Satisfactory,13.08278167,80.198625,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,28.69976148,77.44215525,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,29.32793,73.895096,Rajasthan
RJio,Travelling,4G,5,Satisfactory,23.23549,77.42438,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23788,77.40864,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.237625,77.40994,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23442,77.42265,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23447,77.422615,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23512,77.42355,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.237473,77.40998,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.256987,77.45312,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23446,77.4225,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.234407,77.42252,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.234407,77.42252,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.239807,77.404755,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.22153,77.43824,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.228733,77.43583,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.23452,77.4225,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.257057,77.452866,Madhya Pradesh
RJio,Travelling,4G,5,Satisfactory,23.25851,77.45243,Madhya Pradesh
Airtel,Indoor,4G,1,Call Dropped,21.18409241,79.0830304,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,21.14841126,79.07058229,Maharashtra
Airtel,Outdoor,4G,1,Call Dropped,18.2942752,79.4712673,Telangana
Airtel,Outdoor,4G,5,Satisfactory,28.735144,77.76069,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,13.08278167,80.198625,Tamil Nadu
Airtel,Indoor,3G,1,Poor Voice Quality,28.62554425,77.13462244,NCT
Idea,Outdoor,3G,5,Satisfactory,17.41961,78.50207,Telangana
BSNL,Indoor,3G,5,Satisfactory,20.67443933,74.05572614,Maharashtra
Vodafone,Outdoor,2G,1,Poor Voice Quality,17.0537264,74.2691285,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,23.55223168,74.45429098,Rajasthan
RJio,Indoor,4G,4,Satisfactory,18.5197524,73.8561289,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.51980643,73.85605165,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,18.5572828,73.89087548,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,18.51109237,73.84325795,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,18.51109237,73.84325795,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,18.51109237,73.84325795,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.51109237,73.84325795,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,18.51109237,73.84325795,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,18.51109237,73.84325795,Maharashtra
Airtel,Outdoor,4G,3,Satisfactory,28.671093,77.20631,Delhi
Vodafone,Outdoor,2G,1,Poor Voice Quality,17.0537264,74.2691285,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.64308473,77.41717648,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.64308473,77.41717648,Uttar Pradesh
Airtel,Indoor,4G,2,Call Dropped,19.21802512,73.08669345,Maharashtra
BSNL,Travelling,3G,5,Satisfactory,17.6640537,75.9227857,Maharashtra
Airtel,Travelling,4G,3,Satisfactory,19.94406345,84.57635314,Odisha
Airtel,Indoor,3G,5,Satisfactory,11.7042399,79.3205149,Tamil Nadu
Idea,Travelling,3G,2,Poor Voice Quality,14.862285,79.0476,Andhra Pradesh
Idea,Travelling,3G,1,Poor Voice Quality,13.638747,79.505424,Andhra Pradesh
Vodafone,Indoor,4G,2,Poor Voice Quality,23.55223168,74.45429098,Rajasthan
RJio,Indoor,4G,5,Satisfactory,20.3099947,85.8193267,Odisha
Airtel,Indoor,4G,3,Satisfactory,28.64244671,77.4172542,Uttar Pradesh
Vodafone,Indoor,2G,5,Satisfactory,18.5423075,73.8250119,Maharashtra
RJio,Indoor,4G,5,Satisfactory,13.08278167,80.198625,Tamil Nadu
Idea,Indoor,3G,2,Poor Voice Quality,12.04700131,75.52401552,Kerala
Idea,Indoor,3G,2,Poor Voice Quality,12.04696372,75.52408626,Kerala
Idea,Indoor,4G,2,Poor Voice Quality,12.04696372,75.52408626,Kerala
Airtel,Indoor,4G,5,Satisfactory,11.7042399,79.3205149,Tamil Nadu
Airtel,Outdoor,3G,1,Call Dropped,17.4449446,78.4465193,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,25.5930287,85.1398274,Bihar
Airtel,Outdoor,4G,1,Call Dropped,17.4451464,78.4462414,Telangana
Airtel,Outdoor,4G,1,Call Dropped,17.4451464,78.4462414,Telangana
Airtel,Indoor,3G,4,Satisfactory,13.08229674,80.28040426,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,11.6481794,76.1423231,Kerala
Airtel,Outdoor,3G,1,Call Dropped,17.4477567,78.4473073,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,21.16202236,72.87991493,Gujarat
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.03373715,77.60558758,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.0296433,77.59082901,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.02957621,77.59099913,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.01671739,77.58878254,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.0168339,77.58798258,Karnataka
RJio,Indoor,4G,4,Satisfactory,28.47139935,77.02081777,Haryana
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.0168339,77.58798258,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,13.0168339,77.58798258,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,13.0168339,77.58798258,Karnataka
Vodafone,Travelling,3G,1,Poor Voice Quality,12.9770675,77.58579058,Karnataka
Vodafone,Outdoor,4G,1,Poor Voice Quality,12.96760174,77.58870791,Karnataka
Airtel,Outdoor,4G,4,Satisfactory,18.9833858,72.84085787,Maharashtra
Vodafone,Travelling,4G,1,Poor Voice Quality,12.96760174,77.58870791,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,12.96726148,77.58919887,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,12.96744928,77.58895839,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,12.96788862,77.58782444,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,12.97201513,77.59372259,Karnataka
Airtel,Outdoor,4G,4,Satisfactory,28.70058863,77.44097343,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9306352,77.586607,Karnataka
Idea,Indoor,4G,5,Satisfactory,28.4831823,77.502992,Uttar Pradesh
RJio,Outdoor,4G,3,Satisfactory,17.47498125,78.52169082,Telangana
RJio,Outdoor,4G,4,Satisfactory,28.62344583,77.26808195,NCT
RJio,Outdoor,4G,4,Satisfactory,28.62344583,77.26808195,NCT
RJio,Outdoor,4G,4,Satisfactory,28.54348971,77.3410749,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.54348971,77.3410749,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.54348971,77.3410749,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.50005984,77.4022258,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.50005984,77.4022258,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,29.327927,73.89508,Rajasthan
Vodafone,Indoor,2G,5,Satisfactory,18.5423053,73.8250192,Maharashtra
BSNL,Outdoor,3G,3,Satisfactory,17.34372,76.836365,Karnataka
RJio,Indoor,4G,1,Call Dropped,19.00527393,72.83663081,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,28.47139935,77.02081777,Haryana
RJio,Indoor,4G,4,Satisfactory,28.50005984,77.4022258,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,23.624039,80.33975,Madhya Pradesh
Idea,Indoor,4G,1,Call Dropped,18.48649668,73.87340189,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,11.6477968,76.1415984,Kerala
BSNL,Indoor,3G,5,Satisfactory,17.43403987,78.40035201,Telangana
RJio,Outdoor,4G,5,Satisfactory,26.7806914,82.1508458,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,12.955192,77.52676,Karnataka
BSNL,Travelling,3G,5,Satisfactory,17.66439522,75.9007193,Maharashtra
Idea,Outdoor,4G,1,Poor Voice Quality,17.0537264,74.2691285,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,28.592257,77.31627,Uttar Pradesh
Idea,Outdoor,4G,1,Poor Voice Quality,28.75406259,77.51075062,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,2G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,4G,1,Poor Voice Quality,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,2G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.8960864,70.8725749,Gujarat
Vodafone,Outdoor,3G,4,Satisfactory,22.8960769,70.87260752,Gujarat
Airtel,Outdoor,2G,5,Satisfactory,12.915217,77.541824,Karnataka
RJio,Outdoor,4G,4,Satisfactory,28.50005984,77.4022258,Uttar Pradesh
